spaLangNum	LanguageName	spaPhoneNum	spaDescription	spaAllophoneDescription	Notes	AllophoneNotes
				[f-pharyngealized]	61	
		25	f-long			
				[f-long-pharyngealized]	61	
		26	f-long-labialized			(limited)
				[f-long-labialized-pharyngealized]		(free)
		27	v		30	(loan)
		28	s-dental		01	
		29	s-dental-long		01	
		30	s-pharyngealized		03	
		31	s-long-pharyngealized		03	
		32	z-dental		01	
				*[z-pharyngealized]		
		33	z-pharyngealized		03 31 61	(limited,allo)
				*/z-dental/		
		34	s-hacek		04	
				[s-hacek-pharyngealized]	61	
		35	s-hacek-long		04	
				[s-hacek-long-pharyngealized]	61	
		36	z-hacek		04	
				[z-hacek-pharyngealized]	61	
		37	z-hacek-long		04	
				[z-hacek-long-pharyngealized]	61	
		38	x-uvular			
				[x-uvular-pharyngealized]	61	
		39	x-uvular-long			
				[x-uvular-long-pharyngealized]	61	
		40	x-uvular-labialized			(limited)
		41	gamma-uvular			
				[gamma-uvular-pharyngealized]	61	
		42	gamma-uvular-long			
				[gamma-uvular-long-pharyngealized]	61	
		43	gamma-uvular-labialized			(limited)
		44	pharyngeal-voiceless		05	
		45	pharyngeal-voiceless-long		05	
		46	pharyngeal-voiceless-labialized			(limited)
		47	pharyngeal-voice		05	
		48	pharyngeal-voice-long		05	
		49	m			
				*[m-pharyngealized]		
		50	m-long			
				*[m-long-pharyngealized]		
		51	m-pharyngealized		31 61	(limited,allo)
				*/m/		
		52	m-long-pharyngealized		31 61	(limited,allo)
				*/m-long/		
		53	m-long-labialized			(limited)
				[m-long-labialized-pharyngealized]		(free)
		54	n		06	
				[n-pharyngealized]	61	
		55	n-long			
				[n-long-pharyngealized]	61	
		56	l-dental		01 07	
				*[l-pharyngealized]		
		57	l-dental-long		01 07	
				*[l-long-pharyngealized]		
		58	l-pharyngealized		03 07 31	(limited,allo)
				*/l-dental/		
		59	l-long-pharyngealized		03 07 31 61	(limited,allo)
				*/l-dental-long/		
		60	r-flap			
		61	r-trill-long			
		62	r-flap-pharyngealized			
		63	r-trill-long-pharyngealized			
		64	glottal stop			
		65	glottal stop-long			
		66	h			
		67	h-long			
		68	k-long-labialized			(limited)
		69	z-dental-long		01	
				*[z-long-pharyngealized]		
		70	z-long-pharyngealized		03 31 61	(allo,limited)
				*/z-dental-long/		
		51	i			
				[e]	62	
				[iota]	62	
				[iota-over-short]	09 62	
		52	ash			
				[alpha-unrounded]	08 62	
				[ash-over-short]	09 62 64	(allo,free)
				*/schwa-over-short/		
				[alpha-unrounded-over-short]	09 62 64	(allo,free)
				*/schwa-over-short/		
		53	schwa-over-short		32	(transitional)
				*[ash-over-short]		
				*[alpha-unrounded-over-short]		
				[schwa-voiceless-over-short]	63	
				[e-over-short]		(free)
		54	u			
				[o]	62	
				[upsilon]	62	
				[upsilon-over-short]	62	
		55	yod		10 33	
		56	yod-long		11 33	
		57	w		10 33	
		58	w-long		11 33	
060	Maltese	01	p			
		02	p-long			
		03	b			
		04	b-long			
		05	t			
		06	t-long			
		07	d			
		08	d-long			
		09	k			
		10	k-long			
		11	g			
		12	g-long			
		15	t/s			
		16	t/s-long			
		17	d/z			
		18	d/z-long			
		19	t/s-hacek			
		20	t/s-hacek-long			
		21	d/z-hacek			
		22	d/z-hacek-long			
		23	f			
				[phi]	60	
		24	f-long			
		25	v			
				[beta]	60	
		26	s			
		27	s-long			
		28	z			
		29	z-long			
		30	s-hacek			
				[z-hacek]	61	
		31	s-hacek-long			
		32	pharyngeal-voiceless			
		33	pharyngeal-voiceless-long			
		34	m			
				[m-labiodental]	62	
		25	m-long			
		26	n			
				[eng]	63	
		37	n-long			
		38	l			
		39	l-long			
		40	r-trill			
		41	r-trill-long			
		42	glottal stop			
		43	glottal stop-long			
		51	i			
		52	i-long			
		53	e-mid			
		54	e-mid-long			
		55	a			
		56	a-long			
		57	u			
		58	u-long			
		59	o-mid			
		60	o-mid-long			
		61	yod			
		62	yod-long			
		63	w			
		64	w-long			
065	Modern Hebrew	01	p			
		02	p-lax			
				[b]	60	
		03	t			
		04	t-lax			
				[d]	60	
		05	k			
		06	k-lax			
				[g]	60	
		07	t/s			
		08	t/s-hacek		30	(loan)
		09	t/s-hacek-lax			(loan)
		10	f		38	
		11	f-lax		38	
				[v]	60	
		12	s		01	
		13	s-lax		01	
				[z]	60	
		14	s-hacek		02	
		15	s-hacek-lax		30	(loan)
		16	x			
		17	m			
		18	n			
				*[eng]		
		19	eng		30 61	(allo,loan)
				*/n/		
		20	l		03	
		21	gamma-uvular			
				[r-trill-uvular]		(free)
		22	glottal stop		31 37	
		23	h		32	
		51	iota			
				[i]	62	
		52	epsilon			
				[e]	33 62	(allo,free)
				*/schwa-over-short/		
				[e/yod]	34	(free)
		53	schwa-over-short		36	(transitional)
				*[e]		
		54	a			
				[alpha]	35	(free)
		55	upsilon			
		56	o			
		57	yod			
070	Katcha	02	b			
		04	b-implosive			
		05	t-dental			
		06	d-dental			
		08	t			
				[r-flap]	34	(free)
		09	d			
		12	d-implosive			
		13	c			
		14	j			
		16	k			
		17	g			
		18	f		30	
		19	s		33	
		20	z		32	
		21	m			
		23	n			
		25	n-palatal			
		26	eng			
		27	l			
		29	r-trill			
		30	glottal stop			(limited)
		51	i			
				[iota]	61	
		52	e			
		53	epsilon			
		54	a			
		56	u			
				[upsilon]	61	
		57	o			
		59	o-open			
		61	yod			
		62	w			
		80	high			
				[high-falling]	60	
		81	low			
075	Kpelle	01	p			
				*[b]		
		02	b		60	(tag(-),allo)
				*/p/		
		03	t			
				*[d]		
		04	d		60	(tag(-),allo)
				*/t/		
		05	k			
				*[g]		
		06	g		60	(tag(-),allo)
				*/k/		
		07	k-labialized		32	
				[g-labialized]	60	
		08	k/p		02	
				*[g/b]		
		09	g/b		02 60	(tag(-),allo)
				*/k/p/		
		10	f			
				*[v]		
		11	v		60	(tag(-),allo)
				*/f/		
		12	s		33	
				*[z]		
		13	z		34 60	(tag(-),allo)
				*/s/		
		14	m			
				[b-implosive]	61	
				[beta-approximant]	01 62	(fre)
		15	n			
				[l]	36 61	
				[l-nasalized]	61	
		16	n-palatal			
				[yod]	61	
				[yod-nasalized]	61	
		17	eng			
				[yod-trema]	61	
				[yod-trema-nasalized]	01 61	
		18	eng-labialized		35	
				[w]	61	
		19	r-flap		30	
		20	b-syllabic			(surface)
		21	d-syllabic			(surface)
		22	g-syllabic			(surface)
		23	g-labialized-syllabic			(surface)
		24	g/b-syllabic			(surface)
		25	v-syllabic			(surface)
		26	z-syllabic			(surface)
		27	gamma-syllabic		31	
		28	m-syllabic			(surface)
				[m-labiodental-syllabic]	63	
		29	n-syllabic			(surface)
		30	n-palatal-syllabic			(surface)
		31	eng-syllabic		31	
				[eng/m-syllabic]	63	
		32	eng-labialized-syllabic			(surface)
		51	i			
				[i-bar]	64	
				[i-backed]	65	
				[i-nasalized-weak]	69	
		52	i-nasalized			
		53	iota			
				[iota-bar]	64	
				[iota-backed]	65	
				[iota-nasalized-weak]	69	
		54	iota-nasalized			
		55	epsilon			
				[epsilon-dot]	64	
				[epsilon-backed]	65	
				[epsilon-nasalized-weak]	69	
		56	epsilon-nasalized			
		57	ash-long		68	(surface)
		58	a			
				[a-nasalized-weak]	69	
		59	a-nasalized			
		60	u			
				[u-trema]	67	
				[u-nasalized-weak]	69	
		61	upsilon			
				[w/iota]	66	
				[upsilon-nasalized-weak]	69	
		62	u-nasalized			
		63	o-open			
				[w/epsilon]	66	
				[o-open-nasalized-weak]	69	
		64	o-open-nasalized			
		81	high			
				[higher-mid]	70	
		82	mid		72	(tag(+),allo)
				*/low/		
				[mid-rising]	71	
				[lower-mid]	70	
		83	low			
				*[mid]		
				[high-falling]	73	
080	Wolof	01	p			
				[p-aspirated]	60	
		02	b			
				[p-unreleased]	01 60	
		03	b-long		03 45	
		04	t		04	
				[t-aspirated]	60	
		05	d		04	
				[t-unreleased]	01 60 61	
				[d-long]	62	
		06	c		04 05 06	
				[c-aspirated]	07 60	
		07	j		04 08	
				[c-unreleased]	01 60	
		08	j-long		03 45	
		09	k			
				[k-aspirated]	60	
		10	g		09	
				[k-unreleased]	01 60	
				[g-long]		
		11	q/x-uvular		10 11 63	(tag(+),allo)
				*/x-uvular/		
				[q/x-uvular-aspirated]	60	
		13	f			
		14	s			
				[z]	64	
				[s-hacek]	64	(free)
		15	x-uvular		12	
				*[q/x-uvular]		
				[gamma-uvular]	65	
		16	m		30	
		17	m-long		03 31	
		18	n		30	
				[n-uvular]	30	(allo,neutral)
		19	n-long		03 31	
		20	n-palatal		30	
		21	eng		32	
		22	l			
		23	l-long		03 31	
		24	r-flap		13	
				[r-fricative-voiceless]	66	(free)
		25	glottal stop		33	(transitional)
		51	i		34 38	
				[i-nasalized]	67	
		52	i-long		14 35	
				[i-long-nasalized]	67	
		53	e		34 37	
				[e-nasalized]	67	
		54	e-long		15 35	
				[e-long-nasalized]	67	
		55	o-trema		16 36 37	
				[o-trema-nasalized]	67	
		56	epsilon		38	
				[epsilon-nasalized]	67	
		57	epsilon-long		39	
				[epsilon-long-nasalized]	67	
		58	a		40	
				[schwa]	68	(free)
				[a-front]	69	(free)
				[alpha]	70	(free)
				[a-nasalized]	67	
		59	a-long		41	
				[a-long-nasalized]	67	
		60	u			
				[u-trema]	71	
				[u-nasalized]	67	
		61	u-long		17 42	
				[u-long-nasalized]	67	
		62	o-long		18 42	
				[o-long-nasalized]	67	
		63	o-open		43	
				[o-open-nasalized]	67	
		64	o-open-long		44	
				[o-open-long-nasalized]	67	
		65	yod			
		66	w			
				[w-front]	72	(allo,free)
085	Dagbani	01	p			
		02	b			
		03	t			
		04	d			
				[r-flap]	60	
		05	k		30	
		06	g		30	
				[gamma]	61	(allo,free)
				[gamma-uvular]	61	(allo,free)
				[x]	62	
		07	k/p			
				[t/p]	63	
		08	g/b			
				[d/b]	63	
		09	t/s-hacek			
		10	d/z-hacek			
		11	f			
		12	v			
		13	s		31	
				*[s-hacek]		
				[h]		
		14	z		32	
				*[z-hacek]		
		15	s-hacek		31	(restricted,allo)
				*/s/		
		16	z-hacek		32	(restricted,allo)
				*/z/		
		17	m			
		18	n			
		19	n-palatal		33	
		20	eng		30	
		21	eng/m			
				[n/m]	63 65	(free)
		22	l			
		51	i		01	
		52	i-long			
		53	e-long			
		54	yod/epsilon		34	
				[yod/ash]	66	
				[yod/a]	67	
				[yod/e-dot]	68	
				[epsilon]	69	
				[e-dot]	68 69	
		55	schwa		35	
		56	a			
		57	a-long			
		58	u			
		59	u-long			
		60	o-long			
		61	w/o-open		34	
				[w/a]	70	
				[o-open]	71	
		62	yod			
		63	w			
		81	high			
		82	low			
090	Akan	01	p-aspirated		01	
				[p-aspirated-palatalized]	61	
				[p-aspirated-labialized]	63	
		02	b		01 02	
				[b-palatalized]	61	
				[b-labialized]	63	
				[m]	64	
				[m-palatalized]	61 64	
		03	t-aspirated		01	
				[t/s-aspirated]	62	
		04	d		01	
				[d/z]	62	
				[z]	62	(allo,free)
				[n]	64	
				[eng]	64 65	
		06	k-aspirated		01	
				*[k-aspirated-labialized]		
		07	g		01	
		08	k-aspirated-labialized		01 63	(tag(-),allo)
				*/k-aspirated/		
		09	t/c-fricative-aspirated		01 03 30	
		10	t/c-fricative-aspirated-labialized		01 03 30	
		11	d/j-fricative		01 03 30	
		12	d/j-fricative-labialized		01 03 30	
		13	f			
				[f-palatalized]	61	
		14	s			
		15	c-fricative		03 30 66	(allo,limited)
				*/h/		
		16	c-fricative-labialized		03 30	
				[c-fricative-labialized-nasalized]	64	
		17	m-syllabic			
		18	n-syllabic			
				[m-labiodental-syllabic]	65	
				[n-laminal-syllabic]	65	
				[eng-syllabic]	65 65	
		19	r-trill		04 05 31	
				[r-flap]		(free)
		20	r-trill-syllabic			
		21	h			
				*[c-fricative]		
				[h-nasalized]	64	
				[h-nasalized-palatalized]	64 66	
				[h-labialized]	63	
		50	iota-nasalized			
		51	i			
				[i-over-short]	67	
				[i-voiceless-over-short]	67	(allo,free)
				[u-trema]	68 69	
				*/u/		
		52	i-nasalized			
		53	iota			
				[iota-over-short]	67	
				[iota-voiceless-over-short]	67	(allo,free)
		54	e			
				[o-trema]	68	
		55	o-trema-long		07	(limited)
				[epsilon]		
				[epsilon-nasalized]	70 71	
		56	o-open-trema-long		07	(limited)
		57	a			
				[ash]	72	
				[alpha-unrounded]	72	
		58	a-nasalized			
				[ash-nasalized]	72	
		59	u			
				*[u-trema]		
				[u-over-short]	67	
				[u-voiceless-over-short]	67	(allo,free)
		60	u-nasalized			
				[u-trema-nasalized]	69	
		61	upsilon			
				[upsilon-over-short]	67	
				[upsilon-voiceless-over-short]	67	(allo,free)
		62	upsilon-nasalized			
		63	o			
				[o/yod-over-short]	73	
				[o-nasalized]	70 71	
		64	o-open			
				[o-open-nasalized]	70 71	
		65	w		05	
				[w-front]	61	
				[w-nasalized]	64	
				[n-labialized]	64	(free)
		66	yod			
				[n-palatalized]	03 30 64	
		81	high			
		82	mid			
		83	low			
095	Ga	01	p-aspirated			
		02	b			
		03	t-aspirated		01	
				[t-laminal-aspirated]	01	(free)
		04	d		01	
		05	k-aspirated			
		06	g			
		07	k/p		02	
		08	g/b		02	
		09	t/s-hacek-aspirated		03	
		10	t/s-hacek-labialized		04	
		11	d/z-hacek		03	
		12	d/z-hacek-labialized		04	
		13	f			
		14	v			
		15	s			
		16	z			
		17	s-hacek			
		18	s-hacek-labialized			
		19	m			
		20	n-syllabic			
		21	n-palatal			
		22	eng			
		23	eng/m			
		24	l		05 07	
				[l-nasalized]	05	(allo,free)
				[l-flap]	05	(allo,free)
		25	r-approximant		06 07	
				[r-flap]	06	(allo,free)
				[r-trill]	06	
		26	h			
				[x]	61	(allo,free)
		27	eng-syllabic			
				[m-syllabic]	60	
				[m-labiodental-syllabic]	60	
				[n-syllabic]	60	
				[n-palatal-syllabic]	60	
				[eng/m-syllabic]	60	
		28	l-syllabic			
		29	r-trill-syllabic		07	
		51	i			
				[i-nasalized-weak]	62	
		52	i-nasalized			
		53	e			
				[e-nasalized-weak]	62	
		54	epsilon			
				[epsilon-nasalized-weak]	62	
		55	epsilon-nasalized			
		56	a-front			
				[a-front-nasalized-weak]	62	
		62	a-front-nasalized			
		63	u			
				[u-nasalized-weak]	62	
		64	u-nasalized			
		65	o			
				[o-nasalized-weak]	62	
		66	o-open			
				[o-open-nasalized-weak]	62	
		67	o-open-nasalized			
		70	yod			
		71	w		09	
		72	w-front		09	
		81	high			
		82	mid			
		83	low			
100	Ewe	01	p-aspirated		01 02	(loan,limited)
		02	b			
		03	t-laminal-aspirated		02 04	
				[t]		
		04	d-laminal		03 04	
				[d]		
		05	k-aspirated		02	
		06	g			
		07	k/p			
		08	g/b			
		09	t/s-laminal		02 04	
				[t/s]	60	
				[t/s-hacek]	05	(free)
		10	d/z-laminal		04	
				[d/z]	60	
				[d/z-hacek]	05	(free)
		11	phi			
		12	beta			
		13	f		06	
		14	v		06	
		15	s			
				[s-hacek]	07	(free)
		16	z			
				[z-hacek]	07	(free)
		17	pharyngeal-voiceless		08	
		18	pharyngeal-voice		08	
		19	m			
		20	n			
		21	n-palatal			
		22	eng			
		23	l			
				[l-nasalized]	62	
		24	r-flap		09	
				[d-retroflex]	03 61	
		25	m-syllabic		14	
		26	eng-syllabic		14	
		51	i			
				[iota]	63	
				[iota-nasalized-weak]	63	
		52	i-nasalized			
		53	e		11	
		54	e-nasalized		10 11	
		55	epsilon		11	
		56	epsilon-nasalized		11	
		57	a			
		58	a-nasalized			
		59	u			
				[upsilon]	63	
				[upsilon-nasalized-weak]	63	
		60	u-nasalized			
		61	o			
		62	o-nasalized		10	
		63	o-open			
		64	o-open-nasalized			
		65	yod			
		66	w			
				[yod-trema]	13 64	
		80	high			
		81	mid		15	(surface)
		82	low			
105	Igbo	01	p			
		02	p-aspirated			
		03	p-implosive		01 02	
		04	p-palatalized		01	
		05	p-aspirated-palatalized			
		06	b			
		07	b-breathy voice			
		08	b-implosive		03	
				[g/b]		(free)
				[b-implosive-labialized]		(free)
		09	b-palatalized			
		10	b-breathy voice-palatalized			
		11	t			
		12	t-aspirated			
		13	t-implosive		01 04	
		14	d			
		15	d-breathy voice			
		16	k			
		17	k-aspirated			
		18	k-labialized			
		19	k-aspirated-labialized			
		20	g			
		21	g-breathy voice			
		22	g-labialized			
		23	g-breathy voice-labialized		01	
		24	t/s-hacek		01	
		25	t/s-hacek-aspirated		01	
		26	d/z-hacek		01	
		27	d/z-hacek-breathy voice			
		28	f			
				[f-nasalized]	61	
				[phi]	30	(free)
		29	v		01	
				[v-nasalized]	61	
		30	s			
				[s-nasalized]	61	
				[s-hacek]	60	
				[s-hacek-nasalized]	60 61	
		31	z			
				[z-nasalized]	61	
				[z-hacek]	60	
				[z-hacek-nasalized]	60 61	
		32	gamma		31	
		33	m			
		34	n			
		35	n-palatal			
		36	eng			
		37	eng-labialized			
		38	m-syllabic			
				[n-syllabic]	62	
				[n-palatal-syllabic]	62	
				[eng-syllabic]	62	
		39	l			
		40	r-flap		01 05	
				[r-flap-nasalized]	61	
		41	r-flap-palatalized			
				[r-flap-nasalized-palatalized]	61	
		42	h			
				[h-nasalized]	61	
		43	h-palatalized		01	
				[h-nasalized-palatalized]	61	
		44	h-labialized		01	
				[h-labialized-nasalized]	61	
		51	i			
		52	i-nasalized			
		53	e			
		54	e-nasalized			
		55	epsilon			
				[e-backed]	63	
		56	epsilon-nasalized			
		57	a			
		58	a-nasalized			
		59	u			
		60	u-nasalized			
		61	upsilon		06	
		62	upsilon-nasalized			
		63	o			
		64	o-nasalized			
		65	o-open			
		66	o-open-nasalized			
		67	yod			
		68	w			
		81	high			
		82	low			
		83	mid			
110	Beembe	01	p-aspirated			
				[p-prenasalized-aspirated]	60	
		02	p		01	
				[p-prenasalized]	60	
				[phi]	61	(free)
		03	t-aspirated			
				[t-prenasalized-aspirated]	60	
		04	t		01 03	
		05	k-aspirated			
				[k-prenasalized-aspirated]	60	
		07	p/f-aspirated			
		08	p/f		01	
		09	t/s-aspirated		02 09	
				[t/s-prenasalized-aspirated]	60	
				[c]	63	(free)
		10	t/s		01 02	
				[z]	04	(free)
		11	f			
		12	v			
		13	s		02 08	
		15	h			
				*[yod]		
				*[w]		
				[k-prenasalized]	64	
				[eng]	64 65	(free,allo)
				*/m/		
		16	m			
				*[eng]		
		17	n			
		18	l		03	
				[t-prenasalized]	60	
				[r-flap]	62	
		19	n-palatal		05	
		51	i			
		52	i-long		07	
		53	i-nasalized			
		54	i-long-nasalized		07	
		55	epsilon			
		56	epsilon-long		07	
		57	epsilon-nasalized			
		58	epsilon-long-nasalized		07	
		59	a			
		60	a-long		07	
		61	a-nasalized			
		62	a-long-nasalized		07	
		63	u			
		64	u-long		07	
		65	u-nasalized			
		66	u-long-nasalized		07	
		67	o-open			
		68	o-open-long		07	
		69	o-open-nasalized			
		70	o-open-long-nasalized		07	
		71	yod		06 64	(tag(-),allo)
				*/h/		
		72	w		06 64	(tag(+),allo)
				*/h/		
				[w-front]	66	
		81	high			
		82	low			
115	Swahili	01	p			
		02	p-aspirated		01	
		03	b-implosive			
				[b]	60	
		04	t		07	
		05	t-aspirated		01	
		06	d-implosive			
				[d]	60	
		07	j-implosive			
				[d/z-hacek]	60 61	(allo,free)
				[z-hacek]	61	(free)
		08	k		02 07	
		09	k-aspirated		01 02	
		10	g-implosive		02	
				[g]	02 60	(allo,free)
		11	t/s-hacek			
		12	t/s-hacek-aspirated		01	
		13	f		08	
		14	v		08	
		15	theta		03	(loan)
		16	eth		03 07	(loan)
		17	s		07 08	
		18	z		08	
		19	s-hacek			
		20	gamma		03	(loan)
		21	m			
		22	n			
		23	n-palatal			
		24	eng		05	
		25	l		06 07	
		26	r-trill		06 07	
				[r-flap]	63	(free)
		27	h			
				[x]	64	(loan,free)
		28	m-syllabic			
				[m-labiodental-syllabic]	62	(free)
		29	n-syllabic		04	
				[eng-syllabic]	62	
		51	i			
				[iota]	65	
		52	e			
				[e-mid]	65	(allo,free)
		53	a			
				[alpha]	66	
				[a-front]	66	
				[schwa]	66	
		54	u			
				[upsilon]	65	
		55	o			
				[o-mid]	65	(allo,free)
		56	yod		67	
		57	w		67	
120	Luvale	01	p			
		02	b-prenasalized			
		03	t			
		04	d-prenasalized			
		05	k			
		06	g-prenasalized			
		07	t/s-hacek			
		08	d/z-hacek-prenasalized			
		09	f		01	
		10	v-approximant		02	
		11	s			
		12	z			
		13	s-hacek			
		14	z-hacek			
		15	m			
		16	n			
		17	n-palatal			
		18	eng			
		19	l-flap		04	
		20	h			
		51	i		03	
		52	i-long			
		53	e		03	
				[epsilon]	60	
		54	e-long			
		55	a		03	
		56	a-long			
		57	u		03	
		58	u-long			
		59	o		03	
				[o-open]	60	
		60	o-long			
		61	yod			
		62	w		05	
		81	high			
		82	higher-mid			
		83	lower-mid			
		84	low			
125	Zulu	01	p-aspirated		02	
		02	p-ejective		02	
		03	p		02	
				[b]	60	
		04	b-implosive		01	
		05	t/s-click		04	
		08	t-aspirated		02	
		09	t-ejective		02	
		10	t		02	
				[d]	60	
		11	c-palatoalveolar-click		04	
		12	t/l-fricative-click		04	
		17	k-lax		03	
		18	k-aspirated		02	
		19	k-ejective		02	
		20	k		02	
				*[eng]		
				[g]	60	
		21	t/s-ejective		61	
		24	t/s-hacek-ejective		61	
		25	d/z-hacek			
		26	k/x-lateral-ejective		02 05	
				[k/x-ejective]		(free)
		27	f			
				[p/f-ejective]	61	
		28	v			
				[b/v]	61	
		29	s		61	
		30	z			
				[d/z]	61	
		31	s-hacek		61	
				[t/s-hacek-aspirated]		(free)
		35	m			
				[m-labiodental]	62	
		36	n			
				[eng]	65	
				*/k/		
		37	n-palatoalveolar			
		42	l		10	
				[l-palatalized-syllabic]	66	(free)
				[l-labiovelarized-syllabic]	66	(free)
		43	l-fricative-voice			
				[d/l]	61	
		44	l-fricative			
				[t/l-fricative-ejective]	61	
		46	h			
				[x]	08	(free)
		47	h-voice			
		50	m-syllabic		18	
		51	n-syllabic		18	
				[n-palatal-syllabic]	64	
				[eng-syllabic]	64	
				[i-nasalized]	64	
		51	i			
		53	epsilon			
				[e]	67	
		54	alpha			
		57	u			
		59	o-open			
				[o]	67	
		61	yod			
		62	w		19	
		80	high			
				[low-rising]	68	
		81	low			
				[mid]	69	
		82	high-falling			
				[low-rising-falling]	68	
130	Gbeya	01	p		01 65 66	
		02	b		01 65 69	
		03	b-prenasalized			
		04	b-implosive			
		05	t		01 06	
		06	d		01 06	
		07	d-prenasalized		06	
		08	d-implosive		06	
		09	k		01 65 66	
		10	g		01 65	
		11	g-prenasalized			
		12	k/p		01	
		13	g/b			
		14	g/b-prenasalized			
		15	f			
		16	v			
		17	v-flap		02	(limited)
		18	s			
				[s-hacek]	60	(free)
		19	z			
				[z-hacek]	60	(free)
		20	m		66	
		21	m-preglottalized			
		22	n		06	
		23	n-preglottalized		06	
		24	eng		66	
		25	eng/m			
		26	l		06 68	
		27	r-flap		68	
				[l-flap]	61	
				[l-flap-nasalized]	61	
				[r-trill]	61	(free)
		28	glottal stop		03	(limited)
		29	h			
		51	i			
		53	i-nasalized			
		55	e			
				[iota]	62	(free)
		57	epsilon			
		59	ash-nasalized			
		61	a			
		63	a-nasalized			
		65	u			
		67	u-nasalized			
		69	o			
				[upsilon]	62	(free)
		71	o-open			
		73	o-open-nasalized			
		75	yod			
				[yod-nasalized]	63	
		76	w		69	
				[w-nasalized]	63	
		81	high		70	
		82	low		05 70	
135	Songhai	01	p		01	(loan,limited)
		02	p-long		01	(loan,limited)
		03	b		01	
		04	b-long			
		05	t		02	
		06	t-long			
		07	t-palatalized			
				[c]	03	(free)
		08	d		02	
		09	d-long			
		10	d-palatalized			
				[j]	03	(free)
		13	k		04	
				[k-unreleased]	60	
		14	k-long			
		15	g		04	
				[g-unreleased]		
		16	g-long			
		17	f		05	
		18	s			
				*[s-hacek]		
		19	z			
				*[z-hacek]		
		20	s-hacek		05 61	(allo,limited)
