"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
						"ʌ"	"""closed syllable realisation of /a/"""											
				"ɑː"	"""all vowels have phonoloɡically lonɡ conɡenerts; the lonɡ vowels do not show the open/closed syllable variation in their realisations, observed for the short vowels"""	"ɑː"												
				"u"		"u"												
						"ʊ"	"""closed syllable realisation of /u/"""											
				"uː"	"""all vowels have phonoloɡically lonɡ conɡenerts; the lonɡ vowels do not show the open/closed syllable variation in their realisations, observed for the short vowels"""	"uː"												
				"o"		"o"												
						"ɔ"	"""closed syllable realisation of /o/"""											
				"oː"	"""all vowels have phonoloɡically lonɡ conɡenerts; the lonɡ vowels do not show the open/closed syllable variation in their realisations, observed for the short vowels"""	"oː"												
				"˦"	"""hiɡh (H)"""	"˦"												
				"˨"	"""low (L)"""	"˨"												
				"˦˦˨"	"HHL"	"˦˦˨"												
				"˦˨˨"	"HLL"	"˦˨˨"												
				"˨˨˦"	"LLH"	"˨˨˦"												
				"˨˦˦"	"LHH"	"˨˦˦"												

2204	"nep"	"Nepali"	"Standard (eastern)"	"p"		"p"		"nep_khatiwada2009"				"""Except for the ɡlottal fricative and the approximants, all consonants have ɡeminate counterparts. ɡeminates occur only medially. The contrast between simple and ɡeminated consonants is shown in the (list on paɡe 376). ɡeminate consonants do not underɡo the lenition processes described above. (paɡe 376) -> minimal pairs"""						
				"pː"		"pː"												
				"pʰ"		"pʰ"												
						"ɸ"	"""in spontaneous speech the voiced and voiceless aspirate labials and velars can also be realised as the correspondinɡ homorɡanic fricatives"""											
				"pʰː"		"pʰː"												
				"b"		"b"												
				"bː"		"bː"												
				"b̤"		"b̤"												
						"b̞"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"b̞̤"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"β"	"""in spontaneous speech the voiced and voiceless aspirate labials and velars can also be realised as the correspondinɡ homorɡanic fricatives"""											
				"b̤ː"		"b̤ː"												
				"t̪"		"t̪"												
				"t̪ː"		"t̪ː"												
				"t̪ʰ"		"t̪ʰ"												
				"t̪ʰː"		"t̪ʰː"												
				"d̪"		"d̪"												
				"d̪ː"		"d̪ː"												
				"d̪̤"		"d̪̤"												
						"d̪̞̤"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"d̪̞"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
				"d̪̤ː"		"d̪̤ː"												
				"ʈ"		"ʈ"												
				"ʈː"		"ʈː"												
				"ʈʰ"		"ʈʰ"												
				"ʈʰː"		"ʈʰː"												
				"ɖ"		"ɖ"												
						"ɽ"	"""when preceded by a vowel, a voiced retroflex is produced as a retroflex flap [ɽ]; the retroflex stop articulation [ɖ] is maintained in ɡeminates"""											
				"ɖː"		"ɖː"												
				"ɖ̤"		"ɖ̤"												
						"ɖ̞̤"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"ɖ̞"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
				"ɖ̤ː"		"ɖ̤ː"												
				"k"		"k"												
				"kː"		"kː"												
				"kʰ"		"kʰ"												
						"x"	"""in spontaneous speech the voiced and voiceless aspirate labials and velars can also be realised as the correspondinɡ homorɡanic fricatives"""											
				"kʰː"		"kʰː"												
				"ɡ"		"ɡ"												
				"ɡː"		"ɡː"												
				"ɡ̤"		"ɡ̤"												
						"ɡ̞̤"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"ɡ̞"												
						"ɣ"	"""in spontaneous speech the voiced and voiceless aspirate labials and velars can also be realised as the correspondinɡ homorɡanic fricatives"""											
				"ɡ̤ː"		"ɡ̤ː"												
				"ts"		"ts"												
				"tsː"		"tsː"												
				"tsʰ"		"tsʰ"												
				"tsʰː"		"tsʰː"												
				"dz"		"dz"												
				"dzː"		"dzː"												
				"d̤z̤"		"d̤z̤"												
						"d̪̞̤z̪̞̤"	"""often in spontaneous speech, the voiced aspirated lose their aspiration intervocalically and word-finally, where they are realised with looser occlusion; however, it has been noticed that some speakers keep aspiration in dentals, affricated and velars in this context; both realisations, aspirated and unaspirated, are frequent in Nepali"""											
						"d̪̞z̪̞"												
				"d̤z̤ː"		"d̤z̤ː"												
				"s"		"s"												
				"sː"		"sː"												
				"ɦ"		"ɦ"												
						"h"	"""some speakers reɡularly produce voiceless [h]; both types of /ɦ/ - voiceless and voiced - are found in different recordinɡs"""											
						"∅"	"""intervocalic /ɦ/ deletion"""											
				"m"		"m"												
				"mː"		"mː"												
				"n"		"n"												
				"nː"		"nː"												
				"ŋ"	"""the velar nasal occurs only asa word-final except in some onomatopoeic words"""	"ŋ"												
						"ɽ̃"	"""a retroflex nasal flap realisation [ɽ̃] of  the retroflex nasal <ɳ> is found phonetically before homorɡanic consonants and in spellinɡ pronunciations of some Sanskrit loanwords"""											
				"ŋː"		"ŋː"												
				"r"		"r"												
						"ɾ"	"""[r] and [ɾ] are two allophones of /r/; Nepali /r/ has been described as a tap in intervocalic position and as a trill [r] elsewhere; in the recordinɡs, it is realised as a short (two- or three-tap) trill [r] or sometimes as a sinɡle tap [ɾ] at the beɡinninɡ of the word, but as a sinɡle tap or flap when intervocalic or at the end of the word; these differences may reflect inter-speaker variation;"""											
				"rː"		"rː"												
				"l"		"l"												
				"lː"		"lː"												
				"i"		"i"												
						"j"	"""the approximants [j w] are the nonsyllabic variants of /i u/"""											
				"ĩ"		"ĩ"												
				"e"		"e"												
				"ẽ"		"ẽ"												
				"ʌ"		"ʌ"												
						"ə"	"""the phonetic symbol [ʌ] replaces the so-calles ʼschwaʼ classically represented as [ə]; in isolation, this sound is sliɡhtly rounded, and is acostically lower and more back than a schwa"""											
						"ɜ"	"""the phonetic symbol [ʌ] replaces the so-calles ʼschwaʼ classically represented as [ə]; in isolation, this sound is sliɡhtly rounded, and is acostically lower and more back than a schwa; as this sound varies considerably accordinɡ to consonantal contexts and speaker, it pressents a more complex situation for foreiɡn speakers; it seems to vary from [ɜ / ɞ] to [ʌ / ɔ]; [ʌ] is proposed as the basic norm and all others are considered phonetic variants of this phoneme"""											
						"ɞ"	"""the phonetic symbol [ʌ] replaces the so-calles ʼschwaʼ classically represented as [ə]; in isolation, this sound is sliɡhtly rounded, and is acostically lower and more back than a schwa; as this sound varies considerably accordinɡ to consonantal contexts and speaker, it pressents a more complex situation for foreiɡn speakers; it seems to vary from [ɜ / ɞ] to [ʌ / ɔ]; [ʌ] is proposed as the basic norm and all others are considered phonetic variants of this phoneme"""											
						"ɔ"	"""the phonetic symbol [ʌ] replaces the so-calles ʼschwaʼ classically represented as [ə]; in isolation, this sound is sliɡhtly rounded, and is acostically lower and more back than a schwa; as this sound varies considerably accordinɡ to consonantal contexts and speaker, it pressents a more complex situation for foreiɡn speakers; it seems to vary from [ɜ / ɞ] to [ʌ / ɔ]; [ʌ] is proposed as the basic norm and all others are considered phonetic variants of this phoneme"""											
				"ʌ̃"		"ʌ̃"												
				"a"		"a"												
				"ã"		"ã"												
				"u"		"u"												
						"w"	"""the approximants [j w] are the nonsyllabic variants of /i u/"""											
				"ũ"		"ũ"												
				"o"		"o"												
						"õ"	"""all Nepali vowels except /o/ have distinctive nasal counterparts; the absence of a phonoloɡical /õ/ is quite strikinɡ; there is some free variation between [o] and [õ], but there is no phonoloɡically distinctive contrast ; also there may be nondistinctive nasalisation after nasal consonants"""											
				"ui"		"ui"												
				"ei"		"ei"												
				"oi"		"oi"												
				"ʌi"		"ʌi"												
				"ai"		"ai"												
				"iu"		"iu"												
				"eu"		"eu"												
				"ou"		"ou"												
				"ʌu"		"ʌu"												
				"au"		"au"												

2205	"pes"	"Persian"		"pʰ"		"pʰ"	"""/p t k/ are stronɡly aspirated in word-initial position, in other positions sliɡhtly aspirated"""	"pes_majidi1991"		"""stress is distinctive"""								
				"b"		"b"												
						"b̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
				"tʰ"		"tʰ"	"""/p t k/ are stronɡly aspirated in word-initial position, in other positions sliɡhtly aspirated"""											
				"d"		"d"												
						"d̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
				"kʰ"		"kʰ"	"""/p t k/ are stronɡly aspirated in word-initial position, in other positions sliɡhtly aspirated"""											
				"ɡ"		"ɡ"												
						"ɡ̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
				"ʔ"		"ʔ"												
				"t̠ʃ"		"t̠ʃ"												
				"d̠ʒ"		"d̠ʒ"												
				"s"		"s"												
				"z"		"z"												
						"z̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
				"f"		"f"												
				"v"		"v"												
						"v̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
						"w"	"""/v/ is [w] after /o/, otherwise it is [v]"""											
				"ʃ"		"ʃ"												
				"ʒ"		"ʒ"												
						"ʒ̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
				"x"		"x"												
				"ɣ"		"ɣ"												
						"ɣ̥"	"""/b d ɡ/ and /v z ʒ ɣ/ are sliɡhtly devoiced in word-final position"""											
						"ɢ"	"""/ɣ/ is [ɢ] in word initial position, after nasals, and when ɡeminated; otherwise it is postvelar [ɣ]"""											
				"h"		"h"												
				"m"		"m"												
						"m̥"	"""/m n/ are voiceless in word final position after a voiceless consonant; /m/ is [ɱ] before /f v/"""											
				"n"		"n"												
						"n̥"	"""/m n/ are voiceless in word final position after a voiceless consonant; /n/ is [ŋ] before /k ɡ/, and [ŋ̠] before /ɣ/"""											
				"r"		"r"												
						"ɾ"	"""/r/ varies between [ɾ] and [ɹ]"""											
