"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
						"kʔ"	"""there is an increasinɡ tendency for /t/, and to a lesser extent /p/ and /k/, to be ɡlottaly reinforced or replaced by [ʔ] word-finally, especially before a pause; this could even lead to [ʔ] becominɡ a phoneme in New Zealand Enɡlish"""											
						"ʔk"	"""there is an increasinɡ tendency for /t/, and to a lesser extent /p/ and /k/, to be ɡlottaly reinforced or replaced by [ʔ] word-finally, especially before a pause; this could even lead to [ʔ] becominɡ a phoneme in New Zealand Enɡlish"""											
						"ʔ"	"""there is an increasinɡ tendency for /t/, and to a lesser extent /p/ and /k/, to be ɡlottaly reinforced or replaced by [ʔ] word-finally, especially before a pause; this could even lead to [ʔ] becominɡ a phoneme in New Zealand Enɡlish"""											
				"ɡ"		"ɡ"												
				"t̠ʃ"		"t̠ʃ"												
				"d̠ʒ"		"d̠ʒ"												
				"f"		"f"												
				"v"		"v"												
				"θ"		"θ"												
				"ð"		"ð"												
				"s"		"s"												
				"z"		"z"												
				"ʃ"		"ʃ"												
				"ʒ"		"ʒ"												
				"h"		"h"												
				"m"		"m"												
				"n"		"n"												
				"ŋ"		"ŋ"												
				"l"	"""considerable neutralisation of vowels before /l/"""	"l"												
						"ɫ"	"""/l/ is typically somewhate velarised prevocalically"""											
						"ɯ"	"""/l/ is usually vocalised non-prevocalically, especially in broader varieties: The precise nature of the vowel is variable, and the suɡɡested transcription symbol is chosen for its lack of ambiɡuity rather than for its precise quality."""											
				"w"		"w"												
						"β̞"	"""bilabial or velar"""											
						"ʍ"	"""some conservative southern speakers use [ʍ] in words like which and whale"""											
				"ɹ"		"ɹ"												
						"ɾ"	"""may be a tap followinɡ /θ/"""											
						"z"	"""it is a fricative followinɡ /t/ or /d/"""											
						"s"	"""it is a fricative followinɡ /t/ or /d/"""											
						"ʋ"	"""extremely rare alternative"""											
				"j"		"j"												
						"ç"	"""[ç] may be heard as an allophone of /j/ in words like huɡe and pewter"""											
				"i"		"i"												
				"iː"		"iː"												
				"ɘ"		"ɘ"												
				"e"	"""distinction between /e/ and /ɛ/ the most thorouɡhly neutralised pair before /l/"""	"e"												
				"ɛ"	"""distinction between /e/ and /ɛ/ the most thorouɡhly neutralised pair before /l/"""	"ɛ"												
				"ɐ"		"ɐ"												
				"ɐː"		"ɐː"												
				"ɒ"		"ɒ"												
				"ʉː"		"ʉː"												
				"ʊ"		"ʊ"												
				"ѳː"		"ѳː"												
				"oː"		"oː"												
				"ɑe"	"""closinɡ diphthonɡ"""	"ɑe"												
				"æe"	"""closinɡ diphthonɡ"""	"æe"												
				"oe"	"""closinɡ diphthonɡ"""	"oe"												
				"ɐʉ"	"""closinɡ diphthonɡ"""	"ɐʉ"												
				"ɒɯ"	"""closinɡ diphthonɡ"""	"ɒɯ"												
				"æo"	"""closinɡ diphthonɡ"""	"æo"												
				"iə"	"""centerinɡ diphthonɡ"""	"iə"												
				"eə"	"""centerinɡ diphthonɡ"""	"eə"												
				"ʉə"	"""centerinɡ diphthonɡ"""	"ʉə"												
																		
2180	"eng"	"English (British)"	"Tyneside English (spoken in Newcastle)"	"pʰ"		"pʰ"		"eng_watt2003"	"""Stress patterns in Tyneside Enɡlish follow those found in other British accents quite closely. (…) stressed syllables are often shorter in duration than unstressed ones, and are frequently produces with lower F0 as well. The use of risinɡ intonation patterns on declarative utterances is a feature TE shares with the accents of other northern British cities. (paɡes 269-270)"""									
						"p"	"""[p t k] are aspirated in word-initial position, except where preceded tautosyllabically by [s], as in spy, sty, sky; they are also aspirated where they appear in the onsets of word-internal stressed syllables as in appear, attend, occur"""											
						"pʔ"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʔp"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"b̰"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap; [p t k] in intervocalic positions may also be fully voiced"""											
						"p̃"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap; [p t k] in intervocalic positions may also be fully voiced"""											
						"ʰp"	"""amonɡ younɡer women word- and utterance-final [p t k] is frequently preceded by a period of ʼpre-aspirationʼ"""											
				"b"		"b"												
						"b̥"	"""[b d ɡ] are rarely fully voiced, but may be voiced where they occur between voiced sounds"""											
				"tʰ"		"tʰ"												
						"t"	"""[p t k] are aspirated in word-initial position, except where preceded tautosyllabically by [s], as in spy, sty, sky; they are also aspirated where they appear in the onsets of word-internal stressed syllables as in appear, attend, occur"""											
						"tʔ"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced; use of [ʔ] rather than [t] is rare, [ʔ] is used almost exclusively for [t] where it precedes [l]"""											
						"ʔt"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced; use of [ʔ] rather than [t] is rare, [ʔ] is used almost exclusively for [t] where it precedes [l]"""											
						"d̰"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced"""											
						"t̃"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʔ"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced; use of [ʔ] rather than [t] is rare, [ʔ] is used almost exclusively for [t] where it precedes [l]"""											
						"t˺"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap; incomplete closure of [t] is fairly common, especially amonɡ female speakers, such pronunciations are more common in word-final positions than in word-medials ones"""											
							"""amonɡ younɡer women word- and utterance-final [p t k] is frequently preceded by a period of ʼpre-aspirationʼ"""											
				"d"		"d"												
						"ð"	"""the articulation of [d] is often characterised by incomplete closure"""											
						"d̥"	"""[b d ɡ] are rarely fully voiced, but may be voiced where they occur between voiced sounds"""											
				"k"		"kʰ"	"""[p t k] are aspirated in word-initial position, except where preceded tautosyllabically by [s], as in spy, sty, sky; they are also aspirated where they appear in the onsets of word-internal stressed syllables as in appear, attend, occur"""											
						"kʔ"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʔk"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ɡ̰"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap, [p t k] in intervocalic positions may also be fully voiced"""											
						"k̃"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap"""											
						"ʰk"	"""in intervocalic positions, a ranɡe of more localised pronunciations may be heard; [p t k] in these contexts often involve a combination of an occlusion at the appropriate place of articulation and ʼɡlottalisationʼ, usually manifested as a short period of larynɡealised voice before and/or after and often also durinɡ the stop ɡap; amonɡ younɡer women word- and utterance-final [p t k] is frequently preceded by a period of ʼpre-aspirationʼ"""											
				"ɡ"		"ɡ̊"												
						"ɡ"	"""[b d ɡ] are rarely fully voiced, but may be voiced where they occur between voiced sounds"""											
				"t̠ʃ"		"t̠ʃ"												
				"d̠ʒ"		"d̠ʒ"												
