"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Notes"	"Allophones"	"AllophoneNotes"	"FileNames"
					"[ɲ]"	"""syllable initially preceding or following a nasal segment"""	
			"k"				
			"ɡ"				
			"kp"				
			"ɡb"				
			"w"		"[w̃]"	"""in all other nasal environments""; environment examples listed include before nasalized lateral and nasalized vowels."	
					"[ɥ]"	"""Following alveolar consonants preceding /i, e, and ɛ/""; ""Following palatal consonants preceding /i, e, ɛ and a/"""	
					"[ɥ̃]"	"""Following alveolar stops and fricative preceding /ĩ and ɛ̃/""; ""Following palatal consonants preceding /ɛ̃ and ã/"""	
			"m"	"Homorganic nasal"	"[n]"	"Before alveolar consonant"	
					"[ŋ]"	"Before velar consonant"	
					"[ɲ]"	"Before palatal consonant"	
					"[ɱ]"	"Before a labio-dental consonant"	
					"[ŋm]"	"Before a labio-velar nasal"	
			"i"		"[ĩ]"		
			"u"		"[w]"	"""Before /l/"""	
					"[ũ]"	"""a vowel followed by /m/ followed by a true consonant or a word boundary is nasalized and the /m/ is deleted""; The Vowel Nasalization Rule and the Regressive Vowel Nasalization Rule account for all occurrences of nasal vowel"""	
			"e"				
			"o"				
			"ɛ"		"[ɛ̃]"	"""a vowel followed by /m/ followed by a true consonant or a word boundary is nasalized and the /m/ is deleted""; The Vowel Nasalization Rule and the Regressive Vowel Nasalization Rule account for all occurrences of nasal vowel"""	
			"ɔ"		"[ɔ̃]"	"""a vowel followed by /m/ followed by a true consonant or a word boundary is nasalized and the /m/ is deleted""; The Vowel Nasalization Rule and the Regressive Vowel Nasalization Rule account for all occurrences of nasal vowel"""	
			"a"		"[ã]"	"""a vowel followed by /m/ followed by a true consonant or a word boundary is nasalized and the /m/ is deleted""; The Vowel Nasalization Rule and the Regressive Vowel Nasalization Rule account for all occurrences of nasal vowel"""	
							
							
							
"bfw"	"Remo"		"pʰ"		"[p̚]"	"""Medially before a consonant and finally"""	"bfw_fernandez1968.pdf"
			"b"		"[b̚]"	"""Medially before /r, /ɖ/"""	
						"lax bilabial; between vowels; following a glottal stop"	
			"m"		"[m̩]"	"""Initially before a homorganic consonant"""	
			"t̪ʰ"		"[t̚]"	"""Medially before /b, r̪/and finally"""	
			"ʈʰ"		"[ʈ̚]"	"""medially before /k, r, l/"""	
			"<d̪>"	"Except finally; (only found in loanwords)"			
			"n̪"		"[n̪̩]"	"""Initially before a homorganic consonant"""	
			"ɳ"		"[ɳ̩]"	"""Initially before a homorganic consonant"";"	
			"l̪"				
			"r"	"trill"	"[r̥]"	"""Before a pause""; author inconsistent with the description as a dental or alveolar"	
			"s"		"[ʃ]"	"""Initially before /i/ in unstressed syllables"""	
			"z"				
			"ɖ"		"[ɽ]"	"""Between vowels and following /ʔ, b, ɡ, m/"""	
			"ɟ"	"voiced fronto-palatal stop"	"[ɟʝ]"		
			"ɲ"			"everywhere"	
			"j"				
			"w"				
			"ɡ"		"[ɡ̟]"	"""In the evironment of front vowels"""	
					"[ɡ̠]"	"""In the evironment of back vowels"""	
					"[ɡ]"	"""Environment of central vowel"""	
			"kʰ"		"[k̟ʰ]"	"""In the evironment of front vowels""; aspirated dorso prevelar"	
					"[k̠ʰ]"	"""In the evironment of back vowels and following /n, ŋ/ before a pause""; aspirated dorso velar"	
					"[kʰ]"	"Environment of ""central vowel; and once between #_/r/"""	
			"ŋ"		"[ŋ̩]"	"""Initially before a homorganic consonant"""	
			"ʔ"	"lenis glottal"		"between vowels"	
					"[ʔ]"	"elsewhere"	
			"i"		"[ɪ]"	"""Initially and medially before a consonant in unstressed syllables"""	
			"u"				
			"ɛ"		"[æ]"	"""Following /ɲ/"""	
					"[ɛ̠]"	"""Before /ʔ/"""	
			"ə"				
			"o"		"[ɔ]"	"""In the environment of a nasal consonant"""	
			"a"		"[a̟]"	"""Medially before /j/"""	
					"[a̠]"	"""Medially before /w/"""	
							
							
							
"biw"	"Bikele"		"i"				"biw_begne1979.pdf"
			"e"				
			"ɛ"				
			"u"				
			"o"				
			"ɔ"				
			"ɨ"				
			"ə"				
			"a"				
			"iː"				
			"ɛː"				
			"eː"				
			"aː"				
			"uː"				
			"oː"				
			"ɔː"				
			"ie"				
			"ieː"				
			"iɛː"				
			"iə"				
			"ia"				
			"iaː"				
			"iɔ"				
			"<kp>"	"occur in words believed to be borrowings"			
			"<ŋmkp>"	"occur in words believed to be borrowings"			
			"<ŋmɡb>"	"occur in words believed to be borrowings"			
			"<p>"	"occur in words believed to be borrowings"			
			"b"				
			"d"				
			"t"				
			"ɡ"				
			"k"				
			"mb"				
			"mp"				
			"nd"				
			"nt"				
			"ŋɡ"				
			"ŋk"				
			"f"				
			"s"				
			"d̠ʒ"				
			"t̠ʃ"				
			"n̠d̠ʒ"				
			"n̠t̠ʃ"				
			"m"				
			"n"				
			"ŋ"				
			"ɲ"				
			"j"				
			"w"				
			"l"				
			"˨"				
			"˦"				
			"˨˦"				
			"˦˨"				
							
							
"bla"	"Blackfoot"		"p"				"bla_tayler1969.pdf"
			"t̪"				
			"s"		"[ʂ]"	"""following /k/ the retroflexion of /s/ is extreme"""	
			"m"		"[m̥]"	"""Following /ʔ/ and before a whispered vowel"""	
			"w"		"[w̥]"	"""Following /ʔ/"""	
			"n"		"[n̥]"	"""Following /ʔ/ and before a whispered vowel"""	
			"j"		"[j̥]"	"""Following /ʔ/"""	
			"k"		"[k̟]"	"""Before /i/ and /ɛ/"""	
			"x"		"[ç]"	"""Following /i/ and /ɛ/"""	
			"ʔ"				
			"<t̠ʃ>"	"only in the speech of bilinguals"			
			"<l>"				
			"h"		"[ɦ]"	"Free variation in initial position"	
			"i"		"[i̥]"	"""Before /x/""; ""Before a neautral phrase-final boundary"""	
					"[ɨ]"	"""Following /s/"""	
			"iː"		"[ɪː]"	"""Before /x/"""	
					"[eː]"	"""Following /p k s/"""	
			"u"		"[u̥]"	"""Before /x/ and the neutral terminal boundary"""	
					"[u]"	"""Before /x/"""	
			"ɛ"		"[ɛ̥]"	"""Before /x/"""	
			"æː"		"[æ]"	"""Before /x/"""	
			"o"		"[o̥]"	"""Before /x/"""	
			"oː"		"[o]"	"""Before /x/"""	
			"ɔ"		"[ɔ̥]"	"""Before /x/"""	
			"ɔː"		"[ɔ]"	"""Before /x/"""	
			"a"		"[ḁ]"	"""Before /x/"""	
					"[ə]"	"Unstressed"	
			"aː"		"[a]"	"""Before /x/"""	
			"ø"		"[ø̥]"	"""Before /x/"""	
							
							
"bll"	"Biloxi"		"p"				"bll_einaudi1974.pdf"
			"m"				
			"w"				
			"t"				
			"d"				
			"s"				
			"n"				
			"c"	"might be /tʃ/, but no description given"			
			"k"				
			"j"				
			"x"				
			"h"				
			"i"				
			"ĩ"				
			"u"				
			"e"				
			"o"				
			"õ"				
			"a"				
			"ã"				
							
							
							
"bzj"	"Belizean Creole"		"b"				"bzj_greene1993.pdf"
			"d"				
			"ɡ"		"[ɡʲ]"	"""Strong tendancy…in initial position"""	
			"p"		"[pʰ]"		
			"t"		"[tʰ]"		
			"k"		"[kʰ]"		
					"[kʲ]"	"""Strong tendancy…in initial position"""	
			"n"		"[nʲ]"		
			"m"				
			"ŋ"				
			"f"				
			"v"				
			"s"				
			"z"				
			"ʃ"				
			"ʒ"				
			"t̠ʃ"				
			"d̠ʒ"				
			"ɹ"				
			"l"				
			"w"				
			"j"				
			"h"				
			"i"	"[ɛ, æ, ɔ, ɪ] appear to be new additions in the BC phonological system; all can be found creating distinctions in minimal opposition, but in an inconsistent fashion"	"[ə]"	"""In unstressed syllables"""	
			"e"	"[ɛ, æ, ɔ, ɪ] appear to be new additions in the BC phonological system; all can be found creating distinctions in minimal opposition, but in an inconsistent fashion"	"[ə]"	"""In unstressed syllables"""	
			"u"	"[ɛ, æ, ɔ, ɪ] appear to be new additions in the BC phonological system; all can be found creating distinctions in minimal opposition, but in an inconsistent fashion"	"[ə]"	"""In unstressed syllables"""	
			"o"	"[ɛ, æ, ɔ, ɪ] appear to be new additions in the BC phonological system; all can be found creating distinctions in minimal opposition, but in an inconsistent fashion"	"[ə]"	"""In unstressed syllables"""	
			"ɑ"	"[ɛ, æ, ɔ, ɪ] appear to be new additions in the BC phonological system; all can be found creating distinctions in minimal opposition, but in an inconsistent fashion"	"[ə]"	"""In unstressed syllables"""	
			"ɑi"	"updated from ɑj; [aw] and [ɔy] do occur in other dialects"			
			"iː"				
			"ɑː"				
			"oː"				
			"eː"				
			"uː"				
			"ẽ"	"phonemic nasalized vowels might be more progressive, but only two examples given"			
			"ɑ̃"	"phonemic nasalized vowels might be more progressive, but only two examples given"			
							
"cku"	"Koasati"		"p"		"[pʰ]"	"""In initial and medial position"""	"cku_kimball1985.pdf"
					"[p̚]"	"""In final position""; tendency, not obligatory"	
			"b"				
			"m"				
			"w"				
			"ɸ"	"(uses /f/ symbol, but calls this a bilabial)"			
			"t̪"		"[t̪ʰ]"	"""In initial and medial position"""	
					"[t̪̚]"	"""In final position""; tendency, not obligatory"	
			"n̪"				
			"ɬ̪"				
			"l̪"		"[r]"	"intervocalically"	
			"t̠ʃ"		"[t̠ʃʰ]"	"""In initial and medial position"""	
					"[t̠ʃ̚]"	"""In final position""; tendency, not obligatory"	
			"j"				
			"ɕ"	"alveopalatal"	"[ʃ]"	"""Intervocalically and initially before /o/"""	
					"[s̪]"		
					"[s]"	"""word final position"" and ""before /i/"""	
			"k"		"[kʰ]"	"""In initial and medial position"""	
					"[k̚]"	"""In final position""; tendency, not obligatory"	
					"[kʷ]"	"""Before /o/"""	
			"h"				
			"i"		"[ɪ]"	"""In all closed syllables"""	
					"[e]"	"""In open word-final syllables"""	
			"iː"		"[eː]"	"""In closed final syllables"""	
			"a"				
			"aː"				
			"u"		"[ʊ]"	"""In closed word-final syllables"""	
			"uː"				
			"˦"				
			"˨"				
			"˧"				
			"˦˥˦"				
			"<ʔ>"	"Marginal"			
							
							
							
"coo"	"Comox"		"p"				"coo_harris1981.pdf"
			"p̰"				
			"m"				
			"m̰"				
			"t"				
			"t̰"				
			"s"				
			"n"				
			"n̰"				
			"ts"				
			"ts̰"				
			"ɬ"				
			"<l>"				
			"<l̰>"				
			"tɬ"				
			"tɬ̰"				
			"ʃ"				
			"j"				
			"j̰"				
			"t̠ʃ"				
			"t̠ʃ̰"				
			"k"				
			"k̰"				
			"<x>"				
			"kʷ"				
			"k̰ʷ"				
			"xʷ"				
			"q"				
			"q̰"				
			"χ"				
			"qʷ"				
			"q̰ʷ"				
			"χʷ"				
			"w"				
			"w̰"				
			"ʔ"				
			"h"				
			"ɪ"		"[i]"	"""Between high, non-glottalized consonants; between such a high consonant and a final word boundary"""	
					"[e]"	"""After a back or low consonant"""	
			"o"		"[u]"	"""Between high, non-glottalized consonants; between such a high consonant and a final word boundary"""	
			"ə"	"author proposes and seems to argue against allophones"			
			"ɛ"		"[e]"	"""Between high, non-glottalized consonants; between such a high consonant and a final word boundary"""	
			"a"		"[æ]"	"""Between high consonants"""	
							
							
"cso"	"Sochiapan Chinantec"		"i"			"""Following a nasal"""	"cso_foris1993_phon.pdf"
			"u"			"""Following a nasal"""	
			"ɯ"			"""Following a nasal"""	
			"ɛ"			"""Following a nasal"""	
			"ɔ"			"""Following a nasal"""	
			"ɐ"			"""Following a nasal"""	
			"ɤ"			"""Following a nasal"""	
			"ĩ"				
			"ũ"				
			"ɯ̃"				
			"ɛ̃"				
			"ɔ̃"				
			"ɐ̃"				
			"ɤ̃"				
			"m"				
			"p"				
			"β"	"Marginal"			
			"<ɸ>"	"Loan"			
			"θ"				
			"ð"	"Marginal"			
			"n"		"[n̠]"	"""Preceding /i/""; ""/i/ is lost"""	
			"t"		"[t̠]"	"""Preceding /i/""; ""/i/ is lost"""	
			"s"		"[ʃ]"	"""Preceding /i/""; ""/i/ is lost"""	
			"ʐ"				
			"ts"		"[t̠ʃ]"	"""Preceding /i/""; ""/i/ is lost"""	
			"l"		"[ʎ]"	"""Preceding /i/""; ""/i/ is lost"""	
			"<ɾ>"				
			"ŋ"		"[ɲ]"	"""Preceding /i/""; ""/i/ is lost"""	
			"k"		"[k̟]"	"""Preceding /i/"""	
			"ɣ"	"Marginal"			
			"ʔ"				
			"h"				
			"˦"				
			"˧"				
			"˨"				
			"˨˧"				
			"˧˦"				
			"˦˨"				
			"˧˨"				
							
							
"diq"	"Dimili"		"p"				"diq_todd1985.pdf"
			"b"		"[v]"	"""In postvocalic position"""	
			"f"				
			"v"				
			"m"				
			"w"				
			"t̪"				
			"d̪"				
			"s̪"				
			"z̪"				
			"<t̪ˤ>"	"Loan"			
			"s̪ˤ"	"Rare"			
			"n"		"[ŋ]"	"""When followed by /ɡ/"""	
			"l"				
			"ɫ"				
			"ɾ"				
			"r"				
			"t̠ʃ"				
			"d̠ʒ"		"[ʒ]"	"""In postvocalic position"""	
			"ʃ"				
			"ʒ"				
			"k"				
			"ɡ"				
			"x"				
			"ɣ"				
			"q"				
			"h"				
			"j"				
			"ħ"				
			"<ʕ>"	"Loan"			
			"i"		"[ɪ]"	"""When adjacent to /q/"""	
					"[j]"	"""In postvocalic position"""	
			"e"		"[ɛ]"	"""In closed syllables"""	
			"a"				
			"ə"				
			"ɨ"		"[ɨ̃]"	"""When stressed in word-final position"""	
					"[i]"	"""Preceding /j/"""	
					"[u]"	"""Preceding /w/"""	
					"[ɪ]"	"""When following /j/ and followed by /ʃ/""; ""Followed by the sequence /nɡ/"""	
			"u"				
			"o"		"[w]"	"""When unstressed following /ə/ or /a/"""	
			"ʉ"				
			"oi"	"updated from oj (oy in text)"			
			"ʉi"	"updated from ʉj (Uy in text)"			
			"ai"	"updated from aj (ay in text)"			
			"au"	"updated from aw"			
			"əi"	"updated from əj (əy in text)"			
			"əu"	"updated from əw"			
							
							
"ets"	"Etsako"		"p"				"ets_elimelech1976.pdf"
			"b"				
			"m"				
			"mː"				
			"β̞"				
			"f"				
			"v"				
			"θ"				
			"t"				
			"d"				
			"ts"		"[t̠ʃ]"	"Before /i/"	
			"dz"		"[d̠ʒ]"	"Before /i/"	
			"s"		"[ʃ]"	"Before /i/"	
			"l"				
			"r"				
			"n"		"[ɲ]"	"Before /i/"	
			"k"				
			"ɡ"				
			"x"				
			"ɣ"				
			"j"				
			"kpː"				
			"kp"				
			"ɡbː"				
			"ɡb"				
			"w"				
			"i"				
			"e"				
			"ɛ"				
			"u"				
			"o"				
			"ɔ"				
			"a"				
			"˦"				
			"˨"				
			"˦˨"				
							
							
"frr"	"Frisian"	"Sölring North"	"p"		"[pʰ]"	"""Initial"""	"frr_lasswell1998.pdf"
					"[b]"	"""Intervocalically after long stressed vowels"""	
			"b"		"[p]"	"""Final"""	
			"m"				
			"f"		"[v]"	"Free variation with [f] medially"	
			"v"		"[f]"	"""Final"""	
			"<ð>"	"extremely rare"			
			"t"		"[tʰ]"	"""Initial"""	
					"[d]"	"""Between nasal and vowel as well as intervocalically after long stressed vowels"""	
			"d"				
			"n"				
			"r"		"[ɾ]"	"After a consonant; Free variation with [ɹ] intervocalically"	
					"[ɹ]"	"Free variation with [ɾ] intervocalically"	
					"[x]"	"""Before a stop"""	
					"[ɐ̯]"	"""Final"""	
			"l"				
			"ʃ"				
			"c"		"[t̠ʃ]"	"""Initial"""	
			"ɲ"				
			"ʎ"				
			"j"				
			"k"		"[kʰ]"	"""Initial"""	
					"[ɡ]"	"""Intervocalically after short stressed vowels as well as long ones"""	
			"ɡ"		"[ɣ]"	"Free variation with [x] medially"	
					"[x]"	"""Final""; Free variation with [ɣ] medially"	
			"ŋ"				
			"x"		"[ç]"	"""After front vowels"""	
			"h"				
			"s"		"[z]"	"""At the beginning of an unaccented syllable, particularly if the preceding syllable is long"""	
			"<ç>"	"included in phoneme chart, but only discussed as an allophone"			
			"ɪ"		"[i]"	"""Before /ŋ/"""	
			"iː"		"[i]"	"""In rapid speech"""	
			"ʏ"				
			"yː"		"[y]"	"""In rapid speech"""	
			"ʊ"				
			"uː"		"[u]"	"""In rapid speech"""	
			"ɛ"				
			"eː"		"[e]"	"""In rapid speech"""	
			"œ"				
			"øː"		"[ø]"	"""In rapid speech"""	
			"ɔ"				
			"oː"		"[o]"	"""In rapid speech"""	
			"a"				
			"ʊa"				
			"ʊɪ"				
			"ɛə"				
			"ɔi"				
			"ai"	"updated from aj"			
			"au"	"updated from aw"			
							
							
"gju"	"Gojri; Gujari; Gujar"		"pʰ"				"gju_losey2002.pdf"
			"p"				
			"b"				
			"t̪ʰ"				
			"t̪"				
			"d̪"				
			"ʈʰ"				
			"ʈ"				
			"ɖ"				
			"t̠ʃʰ"				
			"t̠ʃ"				
			"d̠ʒ"				
			"kʰ"				
			"k"				
			"ɡ"				
			"<f>"	"Loan"			
			"m"				
			"w"		"[β]"	"""Before the back rounded vowels /o/ and /ɔ/"""	
					"[v]"	"""Initially and medially before all other vowels"""	
			"s̪"				
			"z̪"				
			"n̪"		"[ɲ]"	"""Before a voiced post-alveolar plosive"""	
					"[ɳ]"	"""Before a voiced retroflex plosive"""	
					"[ŋ]"	"""Before a voiced velar plosive"""	
			"ɾ̪"				
			"l̪"				
			"ɽ"				
			"ɳ"		"[ɽ̃]"	"""Medially in normal speech"""	
			"ɭ"				
			"ʃ"				
			"j"				
			"x"				
			"ɣ"				
			"h"				
			"<r>"	"not discussed as a phoneme, but said to occur intervocalically"			
			"<æ>"	"Loan"			
			"ə"		"[ʊ]"	"""In free variation in unstressed syllables of disyllabic words lacking suffixation"""	
			"aː"				
			"ɪ"				
			"iː"				
			"u"	"/u/ and /u:/ differ only in length not quality"	"[ə]"	"""In free variation in unstressed syllables of disyllabic words lacking suffixation"""	
			"uː"	"/u/ and /u:/ differ only in length not quality"			
			"eː"				
			"ɛː"				
			"ɔː"				
			"oː"				
			"ĩː"				
			"ẽː"				
			"ɛ̃ː"				
			"ãː"				
			"ũː"				
			"õː"				
			"ɔ̃ː"				
							
							
"gvc"	"Wanano"		"b"		"[m]"	"""Surface realizations of underlying oral voiced phonemes to which suprasegmental nasalization has applied"""	"gvc_stenzel2004.pdf"
			"p"		"[ʰp]"	"""Morpheme internally"""	
			"pʰ"				
			"w"		"[v]"	"""Word-initial position"""	
			"d"		"[n]"	"""Surface realizations of underlying oral voiced phonemes to which suprasegmental nasalization has applied"""	
			"t"		"[ʰt]"	"""Morpheme internally"""	
			"tʰ"				
			"s"		"[ʰs]"	"""Morpheme internally"""	
			"t̠ʃ"		"[ʰt̠ʃ]"	"""Morpheme internally"""	
			"ɾ"		"[l]"	"""In word-internal position when it precedes a front vowel"""	
					"[ɾ̃]"	"""Surface realizations of underlying oral voiced phonemes to which suprasegmental nasalization has applied"""	
			"j"		"[d̠ʒ]"	"""Before back vowels"""	
					"[ɲ]"	"""Surface realizations of underlying oral voiced phonemes to which suprasegmental nasalization has applied"""	
			"ɡ"		"[ŋ]"	"""Surface realizations of underlying oral voiced phonemes to which suprasegmental nasalization has applied"""	
			"k"		"[ʰk]"	"""Morpheme internally"""	
